question_contains_api,question_score,question_favorites,question_views,question_user_rep,question_age,question_answer_count,question_user_accept_rate,question_user_is_reg,question_contains_code,question_edited,question_size,answers,answer_score,answer_age,answer_question_time_dff,answer_user_reputation,answer_user_accept_rate,answer_user_is_reg,answer_contains_code,answer_accepted_or_edit,answer_rank,answer_size,sent_codeblock,sent_total_tokens,sent_position,sent_api_position,sent_start_islower,sent_code_char_count,sent_contains_html_tags,sent_tagged_token_percent,sent_max_cosine,sent_avg_cosine,sentence,sent_pos,isMeaningful
True,1,0,2408,412,2671,2,100,True,True,True,102,[],1,2671,0,1418,0,True,False,False,2,91,False,18,383,0,True,0,False,0.0,0.7124417,0.7124417,"security package and are extensively used by the Java 2 access control mechanisms.</p>
</blockquote>",NN NN CC VBP RB VBN IN DT NNP CD NN NN NNS -LRB- NN -LRB- NN -RRB-,yes
True,1,0,2408,412,2671,2,100,True,True,True,102,[],1,2671,0,1418,0,True,False,False,2,91,False,19,485,0,False,0,False,0.0,0.64994925,0.64994925,<p>So its secure because it can not load classes from any origin but only from restricted directories.,NN RB PRP VBZ JJ IN PRP MD RB VB NNS IN DT NN CC RB IN VBN NNS .,yes
True,1,0,2408,412,2671,2,100,True,True,True,102,[],1,2671,0,1418,0,True,False,False,2,91,False,1,166,0,False,0,False,0.0,0.040949397,0.040949397,</p>,NN,no
True,1,0,287,11,2861,1,0,True,True,False,614,[],0,2766,95,11,0,True,False,False,1,69,False,10,0,0,False,0,False,0.0,0.3589091,0.3589091,<p>Finally the problem was detected.</p>,-LRB- NN RB DT NN VBD VBN . '' -RRB-,yes
True,1,0,287,11,2861,1,0,True,True,False,614,[],0,2766,95,11,0,True,False,False,1,69,False,28,42,0,False,0,False,0.0,0.74597794,0.74597794,<p>The System Classloader was set as the parent classloader of our custom classloader instead of using the classloader that loaded our classloader class.</p>,NFP -RRB- DT NN NN VBD VBN IN DT NN NN IN PRP$ JJ NN RB IN VBG DT NN WDT VBD PRP$ NN NN -LRB- NN -RRB-,no
True,1,0,287,11,2861,1,0,True,True,False,614,[],0,2766,95,11,0,True,False,False,1,69,False,30,201,0,False,0,False,10.0,0.84345925,0.84345925,"<p>As a result, other classloaders cascaded by a library of our application where lost in the flow, and that created a conflict on the permission resolution.","NN IN DT NN , JJ NNS VBN IN DT NN IN PRP$ NN WRB VBD IN DT NN , CC WDT VBD DT NN IN DT NN NN .",yes
True,1,0,287,11,2861,1,0,True,True,False,614,[],0,2766,95,11,0,True,False,False,1,69,False,1,36,0,False,0,False,0.0,0.040949397,0.040949397,</p>,NN,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,30,0,64,False,20,True,0.0,0.76174796,0.66012067,"<p>To add to the other answers, by implementating <code>java.io.Serializable</code>, you get ""automatic"" serialization capability for objects of your class.","NN TO VB IN DT JJ NNS , IN VBG -LRB- NN NN -LRB- , NN , PRP VBP `` JJ '' NN NN IN NNS IN PRP$ NN .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,12,157,0,False,0,False,0.0,0.8614774,0.64734113,"No need to implement any other logic, it'll just work.","DT NN TO VB DT JJ NN , PRP MD RB VB .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,19,212,0,False,0,False,0.0,0.8725291,0.66977763,The Java runtime will use reflection to figure out how to marshal and unmarshal your objects.</p>,DT NNP NN MD VB NN TO VB RP WRB TO VB CC VB PRP$ NNS -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,35,311,0,False,0,False,5.714285714285714,0.84904075,0.72040284,"<p>In earlier version of Java, reflection was very slow, and so serializaing large object graphs (e.g. in client-server RMI applications) was a bit of a performance problem.","NN IN JJR NN IN NNP , NN VBD RB JJ , CC RB VBG JJ NN NNS -LRB- FW IN NN HYPH NN NN NNS -RRB- VBD DT NN IN DT NN NN .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,22,485,0,False,30,True,4.545454545454546,0.69683135,0.60635763,"To handle this situation, the <code>java.io.Externalizable</code> interface was provided, which is like <code>java.io.","TO VB DT NN , DT -LRB- NN NN NN SYM NN -RRB- NN VBD VBN , WDT VBZ IN -LRB- ADD",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,40,603,0,False,25,True,7.5,0.70910555,0.59992725,Serializable</code> but with custom-written mechanisms to perform the marshalling and unmarshalling functions (you need to implement <code>readExternal</code> and <code>writeExternal</code> methods on your class).,"JJ SYM NN -RRB- CC IN JJ HYPH VBN NNS TO VB DT JJ CC JJ NNS -LRB- PRP VBP TO VB -LRB- NN -LRB- , NN -RRB- CC -LRB- NN NFP NN -RRB- NNS IN PRP$ NN -RRB- .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,13,817,0,False,0,False,0.0,0.9116786,0.74434364,This gives you the means to get around the reflection performance bottleneck.,DT VBZ PRP DT NNS TO VB IN DT NN NN NN .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,1,305,0,False,0,False,0.0,0.352703,0.065569684,</p>,NN,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,36,901,0,False,0,False,2.7777777777777777,0.8923701,0.7672408,"<p>In recent versions of Java (1.3 onwards, certainly) the performance of reflection is vastly better than it used to be, and so this is much less of a problem.","-LRB- NN IN JJ NNS IN NNP -LRB- CD NNS , RB -RRB- DT NN IN NN VBZ RB JJR IN PRP VBD TO VB , CC RB DT VBZ RB JJR IN DT NN .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,26,1062,0,False,14,True,11.538461538461538,0.65016603,0.5309196,I suspect you'd be hard-pressed to get a meaningful benefit from <code>Externalizable</code> with a modern JVM. </p>,"PRP VBP PRP MD VB JJ HYPH VBN TO VB DT JJ NN IN -LRB- NN NN -LRB- , NN -RRB- IN DT JJ NN . NN",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,47,1180,0,False,0,False,2.127659574468085,0.8970383,0.7811558,"<p>Also, the built-in Java serialization mechanism isn't the only one, you can get third-party replacements, such as JBoss Serialization, which is considerably quicker, and is a drop-in replacement for the default.</p>","-LRB- NN RB , DT VBN HYPH IN NNP NN NN VBZ RB DT JJ NN , PRP MD VB JJ HYPH NN NNS , JJ IN NNP NN , WDT VBZ RB JJR , CC VBZ DT NN HYPH IN NN IN DT NN -LRB- NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,13,1400,0,False,14,True,7.6923076923076925,0.4604158,0.26366842,<p>A big downside of <code>Externalizable</code>,"-LRB- NN DT JJ NN IN -LRB- NN NN -LRB- , NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,35,1449,0,True,25,True,5.714285714285714,0.83488387,0.6830532,"is that you have to maintain this logic yourself - if you add, remove or change a field in your class, you have to change your <code>writeExternal</code>/<code>readExternal</code>","VBZ IN PRP VBP TO VB DT NN PRP , IN PRP VBP , VB CC VB DT NN IN PRP$ NN , PRP VBP TO VB PRP$ -LRB- NN NFP NN , NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,8,1629,0,True,0,False,0.0,0.72241426,0.5607277,methods to account for it.</p>,"NNS TO VB IN PRP , NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,19,1661,0,False,14,True,10.526315789473683,0.6723577,0.52353674,"<p>In summary, <code>Externalizable</code> is a relic of the Java 1.1 days.","NN IN NN , -LRB- NN -LRB- , NN -RRB- VBZ DT NN IN DT NNP CD NNS .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],283,5538,0,401784,91,True,True,True,1,367,False,11,1737,0,False,0,False,0.0,0.76698756,0.55428797,There's really no need for it any more.</p>,EX VBZ RB DT NN IN PRP DT JJR -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,14,0,0,False,0,False,0.0,0.8072958,0.7031749,<p>Serialization provides default functionality to store and later recreate the object.,-LRB- NN NN VBZ NN NN IN NN CC RBR VB DT NN .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,43,88,0,False,0,False,4.651162790697675,0.95136696,0.803918,"It uses verbose format to define the whole graph of objects to be stored e.g. suppose you have a linkedList and you code like below, then the default serialization will discover all the objects which are linked and will serialize.","PRP VBZ JJ NN TO VB DT JJ NN IN NNS TO VB VBN FW VB PRP VBP DT VBN NN CC PRP VBP UH RB , RB DT NN NN MD VB PDT DT NNS WDT VBP VBN CC MD VB .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,66,319,0,False,193,True,4.545454545454546,0.67310035,0.4111066,"In default serialization the object is constructed entirely from its stored bits, with no constructor calls.</p>
<pre><code>  ObjectOutputStream oos = new ObjectOutputStream(
      new FileOutputStream(&quot;/Users/Desktop/files/temp.txt&quot;));
  oos.writeObject(linkedListHead); //writing head of linked list
  oos.close();
</code></pre>
<p>","IN NN NN DT NN VBZ VBN RB IN PRP$ VBN NNS , IN DT NN NNS -LRB- NN -LRB- NN -RRB- -LRB- NN -RRB- NNP NN SYM JJ NNP -LRB- JJ NNP -LRB- FW : , NNP NNP ADD : -RRB- -RRB- : NNP -LRB- NNP -RRB- : SYM NN NN IN VBN NN NN -LRB- -RRB- : -LRB- NN NN -RRB- -LRB- NN -RRB-",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,21,663,0,False,0,False,0.0,0.91571534,0.6453157,But if you want restricted serialization or don't want some portion of your object to be serialized then use Externalizable.,CC IN PRP VBP VBN NN CC VBP RB VB DT NN IN PRP$ NN TO VB VBN RB VB JJ .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,20,788,41,False,0,False,0.0,0.66173375,0.4785856,"The Externalizable interface extends the Serializable interface and adds two methods, writeExternal() and readExternal().","DT JJ NN VBZ DT JJ NN CC VBZ CD NNS , NN -LRB- -RRB- CC NN -LRB- -RRB- .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,9,910,0,False,0,False,0.0,0.8587582,0.72691005,These are automatically called while serialization or deserialization.,DT VBP RB VBN IN NN CC NN .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,21,981,0,False,0,False,4.761904761904762,0.89214987,0.7297365,While working with Externalizable we should remember that the default constructer should be public else the code will throw exception.,IN VBG IN JJ PRP MD VB IN DT NN NN MD VB JJ JJ DT NN MD VB NN .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,13,1116,0,False,57,True,0.0,0.5384765,0.43452406,"Please follow the below code:</p>
<pre><code>public class MyExternalizable implements Externalizable
{",UH VB DT NN NN -LRB- NN NN NN NNP VBZ JJ -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,12,1220,0,True,0,False,0.0,0.70650625,0.48015854,"private String userName;
private String passWord;
private Integer roll;",JJ NN NN : JJ NN NN : JJ NN NN :,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,6,1293,0,True,0,False,0.0,0.47679874,0.06995483,"public MyExternalizable()
{
}",JJ NNP -LRB- -RRB- : -RRB-,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,27,1324,0,True,0,False,0.0,0.73774827,0.30472732,"public MyExternalizable(String userName, String passWord, Integer roll)
{
    this.userName = userName;
    this.passWord = passWord;
    this.roll = roll;
}","JJ NN -LRB- NN NN , NN NN , NN NN -RRB- NFP NN SYM NN : NN SYM NN : DT NN SYM NN : SYM",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,23,1483,0,False,0,False,0.0,0.6437999,0.18150014,"@Override
public void writeExternal(ObjectOutput oo) throws IOException 
{
    oo.writeObject(userName);
    oo.writeObject(roll);
}",NFP VB JJ NN NN -LRB- NNP NNP -RRB- VBZ NN SYM NN -LRB- NN -RRB- : NN -LRB- NN -RRB- : NFP,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,33,1617,0,False,0,False,0.0,0.5960673,0.09976613,"@Override
public void readExternal(ObjectInput oi) throws IOException, ClassNotFoundException 
{
    userName = (String)oi.readObject();
    roll = (Integer)oi.readObject();
}","NFP VB JJ NN NNP -LRB- NNP FW -RRB- VBZ NN , NNP HYPH NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : SYM",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,59,1794,0,True,0,False,1.694915254237288,0.61856544,0.09670494,"public String toString()
{
    StringBuilder b = new StringBuilder();
    b.append(&quot;userName: &quot;);
    b.append(userName);
    b.append(&quot;  passWord: &quot;);
    b.append(passWord);
    b.append(&quot;  roll: &quot;);
    b.append(roll);",JJ NN NN -LRB- -RRB- -LRB- NN NN SYM JJ NN -LRB- -RRB- : NN -LRB- NN : NN : NN : -RRB- : NN -LRB- NN -RRB- : NN -LRB- NN : NN : NN : -RRB- : NN -LRB- NN -RRB- : NN -LRB- NN : NN : NN : -RRB- : NN -LRB- NN -RRB- :,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,71,2054,0,True,0,False,0.0,0.6278374,0.1471595,"return b.toString();
}
public static void main(String[] args)
{
    try
    {
        MyExternalizable m  = new MyExternalizable(&quot;nikki&quot;, &quot;student001&quot;, 20);
        System.out.println(m.toString());
        ObjectOutputStream oos = new ObjectOutputStream(new FileOutputStream(&quot;/Users/Desktop/files/temp1.txt&quot;));
        oos.writeObject(m);
        oos.close();","VB NNP -LRB- -RRB- : JJ JJ JJ NN JJ -LRB- NN -LRB- -RRB- NN -RRB- -LRB- VB : NNP NN SYM JJ NNP -LRB- NNP : NNP : , NNP : NNP FW : , CD -RRB- : NNP NNP -LRB- -RRB- -RRB- : NNP NNP SYM JJ NNP -LRB- JJ NNP -LRB- NN , NNP NNP ADD : -RRB- -RRB- : NNP NN -RRB- : NN -LRB- -RRB- :",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,84,2462,0,False,0,False,0.0,0.57738966,0.091934405,"System.out.println(&quot;***********************************************************************&quot;);
        ObjectInputStream ois = new ObjectInputStream(new FileInputStream(&quot;/Users/Desktop/files/temp1.txt&quot;));
        MyExternalizable mm = (MyExternalizable)ois.readObject();
        mm.toString();
        System.out.println(mm.toString());
    } 
    catch (ClassNotFoundException ex) 
    {
        Logger.getLogger(MyExternalizable.class.getName()).log(Level.SEVERE, null, ex);
    }
    catch(IOException ex)
    {
        Logger.getLogger(MyExternalizable.class.getName()).log(Level.","NNP -LRB- FW FW FW : -RRB- : NNP NNP SYM JJ NNP -LRB- JJ NNP -LRB- FW , NNP NNP : -RRB- -RRB- : NNP NN SYM -LRB- NNP -RRB- NNP -LRB- -RRB- : NNP -LRB- -RRB- : NNP NNP -LRB- -RRB- -RRB- : SYM NN -LRB- NNP NNP -RRB- : NNP -LRB- NNP -LRB- -RRB- -RRB- NNP -LRB- NNP , JJ , FW -RRB- : NN NN -LRB- NNP NNP -RRB- : NNP -LRB- NNP -LRB- -RRB- -RRB- NN -LRB- NN .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,17,3066,0,False,0,False,5.88235294117647,0.61119074,0.20768902,"SEVERE, null, ex);
    }
}
}
</code></pre>
<p>","JJ , JJ , NN -RRB- : NN HYPH NN , NN NN -RRB- -LRB- NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,26,3112,0,False,50,True,7.6923076923076925,0.6852292,0.5622347,"Here if you comment the default constructer then the code will throw below exception:</p>
<pre><code> java.io.InvalidClassException: javaserialization.",RB IN PRP VBP DT NN NN RB DT NN MD VB IN NN : NN -RRB- -LRB- NN -LRB- NN -RRB- NN : NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,4,3263,0,False,0,False,0.0,0.6388415,0.4356103,"MyExternalizable;     
 javaserialization.",NNP : NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,6,3305,0,False,0,False,0.0,0.6986606,0.55226064,MyExternalizable; no valid constructor.,NNP : DT JJ NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,7,646,0,False,0,False,14.285714285714285,0.43528098,0.1060737,"</code></pre>
<p>",-LRB- NN NN -RRB- -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,37,3362,0,False,0,False,2.702702702702702,0.8996528,0.7407899,"We can observe that as password is sensitive information, so i am not serializing it in writeExternal(ObjectOutput oo) method and not setting the value of same in readExternal(ObjectInput oi).","PRP MD VB IN IN NN VBZ JJ NN , RB PRP VBP RB VBG PRP IN JJ -LRB- NNP FW -RRB- NN CC RB VBG DT NN IN JJ IN NN -LRB- NNP FW -RRB- .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,12,3555,0,False,0,False,0.0,0.67159307,0.5398113,"That's the flexibility that is provided by Externalizable.</p>
<p>",DT VBZ DT NN WDT VBZ VBN IN JJ NN -LRB- NN -RRB-,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,39,3621,0,False,162,True,5.128205128205128,0.29222742,-0.007795594,"The output of the above code is as per below:</p>
<pre><code>userName: nikki  passWord: student001  roll: 20
***********************************************************************
userName: nikki  passWord: null  roll: 20
</code></pre>
<p>",DT NN IN DT JJ NN VBZ IN IN RB NN -RRB- -LRB- NN NN : NN NN : NN NN : CD NFP NN : NN NN : JJ NN : CD NN NN -RRB- -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,19,3861,0,False,0,False,0.0,0.7597158,0.6152717,"We can observe as we are not setting the value of passWord so it's null.</p>
<p>",PRP MD VB IN PRP VBP RB VBG DT NN IN NN RB PRP VBZ JJ . -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,30,3941,0,False,35,True,3.333333333333333,0.64007163,0.5074852,"The same can also be achieved by declaring the password field as transient.</p>
<pre><code>private transient String passWord;
</code></pre>
<p>",DT JJ MD RB VB VBN IN VBG DT NN NN IN JJ -LRB- NN -LRB- NN -LRB- NN JJ NN NN : -LRB- NN NN -RRB- -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,4,4084,0,False,0,False,0.0,0.6337938,0.45858166,Hope it helps.,VBP PRP VBZ .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,8,4099,0,False,0,False,12.5,0.591779,0.33501303,I apologize if i made any mistakes.,PRP VBP IN PRP VBD DT NNS .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],41,4122,1416,14190,62,True,True,True,2,733,False,2,4135,0,False,0,False,0.0,0.30708426,0.029275319,Thanks.</p>,NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],25,3007,2530,38542,98,True,True,True,3,258,False,25,0,33,False,26,True,12.0,0.45396197,0.19417657,"<p>Key differences between <code>Serializable</code> and <code>Externalizable</code></p>
<ol>
<li><strong>","-LRB- NN NN NNS IN -LRB- NN , NN -RRB- CC -LRB- NN NFP NN NN -RRB- -LRB- NN -RRB- -LRB- NFP -LRB- JJ -RRB-",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],25,3007,2530,38542,98,True,True,True,3,258,False,17,106,33,False,12,True,11.76470588235294,0.5353749,0.41924405,Marker interface</strong>: <code>Serializable</code> is marker interface without any methods.,"NN NN SYM JJ SYM -LRB- NNP , NN -RRB- VBZ NN NN IN DT NNS .",no
